Time,EC,Experiment
00:14:18,188,High Seismicity
00:14:20,188,High Seismicity
00:14:22,188,High Seismicity
00:14:24,188,High Seismicity
00:14:26,188,High Seismicity
00:14:28,188.1,High Seismicity
00:14:30,188.1,High Seismicity
00:14:32,188.1,High Seismicity
00:14:34,188.1,High Seismicity
00:14:36,188.1,High Seismicity
00:14:38,188.1,High Seismicity
00:14:40,188.1,High Seismicity
00:14:42,188.1,High Seismicity
00:14:44,188.1,High Seismicity
00:14:46,188.1,High Seismicity
00:14:48,188.1,High Seismicity
00:14:50,188.1,High Seismicity
00:14:52,188.1,High Seismicity
00:14:54,188.1,High Seismicity
00:14:56,188.1,High Seismicity
00:14:58,188.1,High Seismicity
00:15:00,188.1,High Seismicity
00:15:02,188.1,High Seismicity
00:15:04,188.1,High Seismicity
00:15:06,188.1,High Seismicity
00:15:08,188.1,High Seismicity
00:15:10,188.1,High Seismicity
00:15:12,188.1,High Seismicity
00:15:14,188.1,High Seismicity
00:15:16,188.1,High Seismicity
00:15:18,188.1,High Seismicity
00:15:20,188.2,High Seismicity
00:15:22,188.1,High Seismicity
00:15:24,188.1,High Seismicity
00:15:26,188.1,High Seismicity
00:15:28,188.1,High Seismicity
00:15:30,188.1,High Seismicity
00:15:32,188.1,High Seismicity
00:15:34,188.1,High Seismicity
00:15:36,188.1,High Seismicity
00:15:38,188.2,High Seismicity
00:15:40,188.2,High Seismicity
00:15:42,188.2,High Seismicity
00:15:44,188.2,High Seismicity
00:15:46,188.2,High Seismicity
00:15:48,188.2,High Seismicity
00:15:50,188.2,High Seismicity
00:15:52,188.2,High Seismicity
00:15:54,188.1,High Seismicity
00:15:56,188.2,High Seismicity
00:15:58,188.2,High Seismicity
00:16:00,188.2,High Seismicity
00:16:02,188.2,High Seismicity
00:16:04,188.2,High Seismicity
00:16:06,188.2,High Seismicity
00:16:08,188.2,High Seismicity
00:16:10,188.2,High Seismicity
00:16:12,188.2,High Seismicity
00:16:14,188.2,High Seismicity
00:16:16,188.2,High Seismicity
00:16:18,188.2,High Seismicity
00:16:20,188.2,High Seismicity
00:16:22,188.2,High Seismicity
00:16:24,188.2,High Seismicity
00:16:26,188.2,High Seismicity
00:16:28,188.3,High Seismicity
00:16:30,188.2,High Seismicity
00:16:32,188.2,High Seismicity
00:16:34,188.3,High Seismicity
00:16:36,188.3,High Seismicity
