Time,ORP,Experiment
14:17:44,91.3,High Seismicity
14:17:46,92.7,High Seismicity
14:17:48,93,High Seismicity
14:17:50,93.2,High Seismicity
14:17:52,93.8,High Seismicity
14:17:54,92,High Seismicity
14:17:56,91.4,High Seismicity
14:17:58,93.5,High Seismicity
14:18:00,95.1,High Seismicity
14:18:02,95.2,High Seismicity
14:18:04,97.5,High Seismicity
14:18:06,95,High Seismicity
14:18:08,94.2,High Seismicity
14:18:10,93.6,High Seismicity
14:18:12,93,High Seismicity
14:18:14,92.8,High Seismicity
14:18:16,92.8,High Seismicity
14:18:18,93.2,High Seismicity
14:18:20,93.7,High Seismicity
14:18:22,93.7,High Seismicity
14:18:24,93.7,High Seismicity
14:18:26,93.7,High Seismicity
14:18:28,94.7,High Seismicity
14:18:30,94.5,High Seismicity
14:18:32,95.2,High Seismicity
14:18:34,95.4,High Seismicity
14:18:36,94.9,High Seismicity
14:18:38,94.7,High Seismicity
14:18:40,95.8,High Seismicity
14:18:42,96.7,High Seismicity
14:18:44,97.1,High Seismicity
14:18:46,96.5,High Seismicity
14:18:48,97.1,High Seismicity
14:18:50,97.7,High Seismicity
14:18:52,97.8,High Seismicity
14:18:54,98,High Seismicity
14:18:56,97.8,High Seismicity
14:18:58,97.8,High Seismicity
14:19:00,98.1,High Seismicity
14:19:02,98.8,High Seismicity
14:19:04,99.6,High Seismicity
14:19:06,99.5,High Seismicity
14:19:08,99.3,High Seismicity
14:19:10,98.9,High Seismicity
14:19:12,99.7,High Seismicity
14:19:14,100.7,High Seismicity
14:19:16,100.9,High Seismicity
14:19:18,99.2,High Seismicity
14:19:20,99.5,High Seismicity
14:19:22,101,High Seismicity
14:19:24,101.3,High Seismicity
14:19:26,102.2,High Seismicity
14:19:28,101.5,High Seismicity
14:19:30,102.5,High Seismicity
14:19:32,102.5,High Seismicity
14:19:34,102.4,High Seismicity
14:19:36,101.9,High Seismicity
14:19:38,99.8,High Seismicity
14:19:40,99.4,High Seismicity
14:19:42,99.2,High Seismicity
14:19:44,99.4,High Seismicity
14:19:46,99.1,High Seismicity
14:19:48,98.7,High Seismicity
14:19:50,99.1,High Seismicity
14:19:52,100.1,High Seismicity
14:19:54,99.8,High Seismicity
14:19:56,99,High Seismicity
14:19:58,98.9,High Seismicity
14:20:00,98.8,High Seismicity
14:20:02,97.3,High Seismicity
14:20:04,96.2,High Seismicity
14:20:06,95.5,High Seismicity
14:20:08,95.4,High Seismicity
14:20:10,94.9,High Seismicity
14:20:12,94.8,High Seismicity
14:20:14,95.7,High Seismicity
14:20:16,96.3,High Seismicity
14:20:18,94.7,High Seismicity
14:20:20,94.1,High Seismicity
14:20:22,92.7,High Seismicity
14:20:24,93.1,High Seismicity
14:20:26,91.3,High Seismicity
14:20:28,89.9,High Seismicity
14:20:30,88.9,High Seismicity
14:20:32,88.5,High Seismicity
14:20:34,88.6,High Seismicity
14:20:36,89.4,High Seismicity
14:20:38,89.3,High Seismicity
14:20:40,89.3,High Seismicity
14:20:42,89.5,High Seismicity
14:20:44,90,High Seismicity
14:20:46,90.7,High Seismicity
14:20:48,90.3,High Seismicity
14:20:50,90.1,High Seismicity
14:20:52,90,High Seismicity
14:20:54,89.5,High Seismicity
14:20:56,89.7,High Seismicity
14:20:58,90.4,High Seismicity
14:21:00,89.8,High Seismicity
14:21:02,89.7,High Seismicity
14:21:04,90,High Seismicity
14:21:06,89.9,High Seismicity
14:21:08,91.1,High Seismicity
14:21:10,89.4,High Seismicity
14:21:12,89.8,High Seismicity
14:21:14,90.6,High Seismicity
14:21:16,90.8,High Seismicity
14:21:18,89.4,High Seismicity
14:21:20,88.1,High Seismicity
14:21:22,87.1,High Seismicity
14:21:24,86.9,High Seismicity
14:21:26,88.2,High Seismicity
14:21:28,88.3,High Seismicity
14:21:30,86.9,High Seismicity
14:21:32,86.7,High Seismicity
14:21:34,87.2,High Seismicity
14:21:36,88.2,High Seismicity
14:21:38,88.8,High Seismicity
14:21:40,88.4,High Seismicity
14:21:42,87.7,High Seismicity
14:21:44,88.1,High Seismicity
14:21:46,89.3,High Seismicity
14:21:48,89.5,High Seismicity
14:21:50,89.2,High Seismicity
14:21:52,89.8,High Seismicity
14:21:54,89.1,High Seismicity
